,Title,Description,location,Status,Transaction,Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,Current Floor,Total Floors,amount,price
119,3 BHK Ready to Occupy Flat for sale in Hiranandani Lake Enclave Hiranandani Estate,"This beautiful 3 BHK Flat is available for sale in Hiranandani Estate, Thane. It enjoys an excellent location within the Hiranandani Lake Enclave. This is a desirable apartment for sale. This ready to move flat in Hiranandani Estate can be taken at a very economical pricing of INR 3.45 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. The property is constructed with proximity to major landmarks like hiranandani estate.",thane,Ready to Move,New Property,Unfurnished,East,3,1,0,Freehold,20,35,34500000.0,18044.0
120,1 BHK Ready to Occupy Flat for sale in Parijat Gardens Kasarvadavali,"One can find this stunning 1 BHK flat for sale in Kasarvadavali, Thane. It enjoys an excellent location within the Parijat Gardens. Your hunt for the perfect apartment for resale comes to an end here. The ready to move flat in the prime area of Kasarvadavali is available at a reasonable price of INR 48 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. The property is constructed with proximity to major landmarks like behind hyper city mall.",thane,Ready to Move,Resale,Unfurnished,East,1,0,1 Open,Freehold,3,7,4800000.0,8571.0
121,1 BHK Ready to Occupy Flat for sale in Lodha Splendora Bhayandarpada,"Bhayandarpada, Thane has an attractive 1 BHK Flat for sale. Strategically situated in the Lodha Splendora site, it is placed at a prime location. This flat all equipped with required facilities, is up for resale. This ready to move flat is offered at an economical price of INR 56 Lac. The flat is unfurnished and is suitable for any family size. at lodha, our passion is to create landmarks that meet global standard are some of the well-known landmarks in this locality.",thane,Ready to Move,Resale,Unfurnished,East,2,1,1 Covered,Freehold,13,31,5600000.0,11594.0
122,1 BHK Ready to Occupy Flat for sale Thakurli,"This magnificent 1 BHK Flat is available for sale in Thakurli, Thane. Invest your valuable money in this flat that is for sale. The ready to move flat in the prime area of Thakurli is available at a reasonable price of INR 45.5 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities. The flat is easily approachable because it is near to behind model collage, thakurli east..",thane,Ready to Move,New Property,Unfurnished,East,2,1,1 Open,Freehold,3,23,4550000.0,6691.0
123,3 BHK Ready to Occupy Flat for sale Katemanivali,"Carefully laid out in the prime location of Katemanivali in Thane, this spacious 3 BHK flat on sale is a meticulously planned project. This flat for resale is just the type of property you have been searching for! This apartment ready to move in the Katemanivali is available for an attractive price of INR 55 Lac. The spacious apartment is unfurnished. Landmarks near the apartment include durga mata mandir, kolsewadi.",thane,Ready to Move,Resale,Unfurnished,East,2,0,0,Freehold,3,4,5500000.0,7143.0
124,2 BHK Ready to Occupy Flat for sale in Cosmos Mary Park Khopat,"Have a look at this immaculate 2 BHK flat for sale in Khopat, Thane. Well-tucked in the Cosmos Mary Park township, the property is easily accessible. Your hunt for the perfect apartment for resale comes to an end here. The ready to move flat in Khopat is all ready for sale at a low-priced budget of INR 1.60 Cr. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level.",thane,Ready to Move,Resale,Semi-Furnished,Unknown,2,3,0,Unknown,19,19,16000000.0,16162.0
125,2 BHK Ready to Occupy Flat for sale in Hiranandani Estate Villarica Hiranandani Estate,"This beautiful 2 BHK Flat is available for sale in Hiranandani Estate, Thane. Located in the Hiranandani Estate Villarica township, the flat enjoys access to the prime spots in the city. This flat for resale is a choice property. This apartment ready to move in the Hiranandani Estate is available for an attractive price of INR 1.70 Cr. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. Prominent landmarks in and around this locality are hiranandani estate.",thane,Ready to Move,Resale,Semi-Furnished,East,2,0,1 Open,Co-operative Society,11,18,17000000.0,17017.0
126,1 BHK Ready to Occupy Flat for sale in Brahmand Thane West,"One can find this stunning 1 BHK flat for sale in Thane West, Thane. It is in a prime location within the Brahmand. Invest your valuable money in this flat that is for resale. This apartment ready to move in the Thane West is available for an attractive price of INR 60 Lac. It is furnished to accommodate your needs.",thane,Ready to Move,Resale,Furnished,North,2,1,0,Freehold,4,4,6000000.0,10256.0
127,4 BHK Ready to Occupy Flat for sale in Sheth Avalon Thane West,"This beautiful 4 BHK Flat is available for sale in Thane West, Thane. It is based at Sheth Avalon complex, that occupies a prominent place in the locality. This apartment for resale is a great choice. This ready to move flat in Thane West comes at an affordable price of INR 4.90 Cr. The flat is unfurnished and is suitable for any family size. The property is constructed with proximity to major landmarks like near viviana mall.",thane,Ready to Move,Resale,Unfurnished,East,4,1,3 Covered,Freehold,18,30,49000000.0,17949.0
128,2 BHK Ready to Occupy Flat for sale in Lodha Palava City Dombivli,"Creatively planned and constructed is a 2 BHK flat for sale in Dombivli, Thane. Ideally situated in the Lodha Palava City township it enjoys a prime location. Invest your valuable money in this flat that is for sale. This apartment ready to move in the Dombivli is available for an attractive price of INR 58 Lac. This contemporary apartment is unfurnished. This 2 BHK flat boasts of being in close proximity to significant landmarks like lodha palava that enhance the overall living experience.",thane,Ready to Move,New Property,Unfurnished,East,2,2,1 Covered,Freehold,10,20,5800000.0,9913.0
129,2 BHK Ready to Occupy Flat for sale Badlapur,"Carefully laid out in the prime location of Badlapur in Thane, this spacious 2 BHK flat on sale is a meticulously planned project. This apartment for resale is a great choice. The ready to move flat in the prime area of Badlapur is available at a reasonable price of INR 26 Lac. Available in unfurnished state, this flat is a great buy.",thane,Ready to Move,Resale,Unfurnished,Unknown,2,0,0,Unknown,0,0,2600000.0,3709.0
130,2 BHK Ready to Occupy Flat for sale in Cosmos Empress Park Ghodbunder Road,"Carefully laid out in the prime location of Ghodbunder Road in Thane, this spacious 2 BHK flat on sale is a meticulously planned project. Enjoying a prime location, this property is housed in the Cosmos Empress Park society. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat is offered at an economical price of INR 1 Cr. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities. This 2 BHK flat boasts of being in close proximity to significant landmarks like near children traffic park that enhance the overall living experience.",thane,Ready to Move,Resale,Semi-Furnished,North,2,2,1 Covered,Co-operative Society,2,19,10000000.0,10010.0
131,1 BHK Ready to Occupy Flat for sale Atgaon,"This exquisite 1 BHK Flat is offered for sale in Atgaon, Thane. This apartment is a property of choice for sale. This apartment in one of the significant areas of Atgaon is ready to move, and can be purchased at the best price of INR 21 Lac. It is a unfurnished apartment. Significant landmarks in its proximity are atgaon railway station.",thane,Ready to Move,New Property,Unfurnished,East,2,1,0,Freehold,2,5,2100000.0,3371.0
132,3 BHK Ready to Occupy Flat for sale in Crystal Spires Manpada Thane West,"Carefully laid out in the prime location of Manpada Thane West in Thane, this spacious 3 BHK flat on sale is a meticulously planned project. It is housed in the well-planned Crystal Spires township in an advantageous location. This flat is available as a resale property. This ready to move flat in Manpada Thane West can be availed at a reasonable price of INR 2.75 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. Some of the landmarks in the vicinity include dmart.",thane,Ready to Move,Resale,Unfurnished,West,3,3,0,Freehold,16,23,27500000.0,16176.0
133,2 BHK Ready to Occupy Flat for sale in Tata Serein Pokharan Road Number 2,"Creatively planned and constructed is a 2 BHK flat for sale in Pokharan Road Number 2, Thane. This flat is situated within the renown township of Tata Serein. This flat for sale is the perfect property for you! In Pokharan Road Number 2, this ready to move flat is available at an attractive price of INR 1.65 Cr. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. Landmarks near the apartment include pokharan rd number 2, thane west, mumbai.",thane,Ready to Move,New Property,Unfurnished,North - East,2,1,1 Covered,Freehold,3,30,16500000.0,22418.0
134,3 BHK Ready to Occupy Flat for sale Ram Maruti Road,"This beautiful 3 BHK Flat is available for sale in Ram Maruti Road, Thane. Your hunt for the perfect apartment for sale comes to an end here. The ready to move flat in Ram Maruti Road is all ready for sale at a low-priced budget of INR 2.50 Cr. The possession date of the flat stands at Jan '23. You will find it unfurnished. Some neighbouring landmarks are 220 ram maruti road..",thane,Ready to Move,New Property,Unfurnished,East,3,2,1 Covered,Freehold,8,8,25000000.0,16667.0
135, Studio Apartment for sale Vartak Nagar,This flat for resale is the perfect property for you! This ready to move flat in Vartak Nagar comes at an affordable price of INR 55 Lac. You will find it unfurnished.,thane,Ready to Move,Resale,Unfurnished,Unknown,1,0,0,Unknown,4,5,5500000.0,24444.0
136, Studio Apartment for sale in Lok Nagari Phase III Ambernath East,"It is based at Lok Nagari Phase Iii complex, that occupies a prominent place in the locality. Your search ends here, because this flat for resale is among the best bargains in town. The ready to move flat in Ambernath East is all ready for sale at a low-priced budget of INR 15 Lac. You will find it semi-furnished.",thane,Ready to Move,Resale,Semi-Furnished,Unknown,1,0,0,Unknown,1,4,1500000.0,4688.0
137,"1 BHK Ready to Occupy Flat for sale Sai Bhushan Sonar Pada, Thane Thane","Sai Bhushan Sonar Pada, Thane, Thane has an appealing 1 BHK flat for sale with various amenities. This flat is available as a resale property. Located in Sai Bhushan Sonar Pada, Thane, this ready to move apartment is sold at a fair selling price of INR 26 Lac. Available in furnished state, this flat is a great buy.",thane,Ready to Move,Resale,Furnished,Unknown,1,0,0,Unknown,6,7,2600000.0,4643.0
138,2 BHK Ready to Occupy Flat for sale in Runwal MyCity Dombivli,"This ready to move-in 2 BHK flat is available for sale at the premium Dombivli in Thane. Strategically situated in the Runwal Mycity site, it is placed at a prime location. This flat for resale is a choice property. The ready to move flat in Dombivli is all ready for sale at a low-priced budget of INR 65 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.",thane,Ready to Move,Resale,Unfurnished,Unknown,1,0,0,Unknown,10,30,6500000.0,7647.0
139,3 BHK Ready to Occupy Flat for sale Manpada Thane West,Discover this immaculate 3 BHK flat for sale at the pristine Manpada Thane West in Thane. This apartment for resale is a great choice. This ready to move flat in Manpada Thane West is available for a reasonable price of INR 1.75 Cr. The flat is sold in semi-furnished condition. khewara circle is the main landmark. are some major landmarks near the apartment.,thane,Ready to Move,Resale,Semi-Furnished,North - East,3,0,1 Covered,Co-operative Society,17,27,17500000.0,12963.0
140,2 BHK Ready to Occupy Flat for sale Kalyan,"2 BHK flat available for sale in Thane in the prime location of Kalyan. This flat for resale is a choice property. This apartment in one of the significant areas of Kalyan is ready to move, and can be purchased at the best price of INR 60 Lac. This contemporary apartment is semi-furnished.",thane,Ready to Move,Resale,Semi-Furnished,South,1,0,0,Leasehold,5,6,6000000.0,7143.0
141,1 BHK Ready to Occupy Flat for sale in Shree Developers Titwala Plots Titwala,"Creatively planned and constructed is a 1 BHK flat for sale in Titwala, Thane. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Shree Developers Titwala Plots. This flat for resale is a choice property. This ready to move property in Titwala is readily available within an affordable cost of INR 29 Lac. It is a unfurnished apartment.",thane,Ready to Move,Resale,Unfurnished,Unknown,1,2,0,Unknown,1,4,2900000.0,4677.0
142,1 BHK Ready to Occupy Flat for sale in JVM Pearl Kavesar,"Up for immediate sale is a 1 BHK apartment in Kavesar, Thane. Don't miss this bargain flat for sale. It enjoys an excellent location within the Jvm Pearl. This flat for resale has a desirable location. This ready to move flat is offered at an economical price of INR 53 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities. The property is strategically placed near prominent places as opp. to d mart which make for the smooth living of residents.",thane,Ready to Move,Resale,Unfurnished,East,1,2,1 Open,Freehold,4,7,5300000.0,8983.0
143,3 BHK Ready to Occupy Flat for sale in Project Hiranandani Meadows Thane West,"This attractive 3 BHK apartment can be found for sale in Thane West, Thane. It is based at Project Hiranandani Meadows complex, that occupies a prominent place in the locality. Invest your valuable money in this flat that is for resale. This ready to move flat in Thane West comes at an affordable price of INR 3 Cr. This premium semi-furnished flat spells quality and comfort at a competitive price. Some nearby landmarks are pokhran road no 2 thane west..",thane,Ready to Move,Resale,Semi-Furnished,North - East,3,1,1 Covered,Freehold,11,26,30000000.0,20690.0
144,2 BHK Ready to Occupy Flat for sale in Lodha Amara Kolshet Road,"This ready to move-in 2 BHK flat is available for sale at the premium Kolshet Road in Thane. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Lodha Amara. This flat for resale has a desirable location. You can buy this ready to move flat in Kolshet Road at a reasonable price of INR 1.32 Cr. This premium unfurnished flat spells quality and comfort at a competitive price. The prime landmarks near this property are prime location1.6 kms away from kapurbawdi junction.",thane,Ready to Move,Resale,Unfurnished,East,2,1,1 Covered,Freehold,12,30,13200000.0,17368.0
145,1 BHK Ready to Occupy Flat for sale Thane West,"This gorgeous 1 BHK Flat is available for sale in Thane West, Thane. This flat is available as a sale property. This ready to move flat in Thane West comes at an affordable price of INR 1.05 Cr. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",thane,Ready to Move,New Property,Unfurnished,Unknown,1,1,0,Unknown,5,7,10500000.0,15217.0
146,1 BHK Ready to Occupy Flat for sale in Lokpuram Complex Lok Puram,"Carefully laid out in the prime location of Lok Puram in Thane, this spacious 1 BHK flat on sale is a meticulously planned project. This flat is placed in a marvellous location within the Lokpuram Complex complex. Invest your valuable money in this flat that is for resale. This ready to move property in Lok Puram is readily available within an affordable cost of INR 79 Lac. The apartment is unfurnished.",thane,Ready to Move,Resale,Unfurnished,Unknown,1,0,0,Unknown,4,6,7900000.0,13982.0
147,1 BHK Ready to Occupy Flat for sale Mumbra East,"One can find this stunning 1 BHK flat for sale in Mumbra East, Thane. Invest your valuable money in this flat that is for resale. In Mumbra East, this ready to move flat is available at an attractive price of INR 60 Lac. The apartment is unfurnished.",thane,Ready to Move,Resale,Unfurnished,North - East,1,0,0,Unknown,7,7,6000000.0,13333.0
148,1 BHK Ready to Occupy Flat for sale Mumbra,"Carefully laid out in the prime location of Mumbra in Thane, this spacious 1 BHK flat on sale is a meticulously planned project. This apartment is a property of choice for resale. This apartment in one of the significant areas of Mumbra is ready to move, and can be purchased at the best price of INR 18 Lac. It is a semi-furnished apartment.",thane,Ready to Move,Resale,Semi-Furnished,Unknown,1,1,0,Co-operative Society,1,1,1800000.0,4500.0
149,3 BHK Ready to Occupy Flat for sale in Devashree Park Kolshet,"This lovely 3 BHK Flat in Kolshet, Thane is up for sale. It enjoys an excellent location within the Devashree Park. This flat for resale is a choice property. Located in Kolshet, this ready to move apartment is sold at a fair selling price of INR 1.30 Cr. The flat is semi-furnished and is suitable for any family size. Some of the landmarks in the vicinity include beside lodha amara, kolshet road, thane west..",thane,Ready to Move,Resale,Semi-Furnished,East,3,1,1 Covered,Co-operative Society,10,14,13000000.0,10400.0
150,2 BHK Ready to Occupy Flat for sale in Acura Manpada Thane West,"Carefully laid out in the prime location of Manpada Thane West in Thane, this spacious 2 BHK flat on sale is a meticulously planned project. It is housed in the well-planned Acura township in an advantageous location. This apartment for resale is a great choice. This apartment in one of the significant areas of Manpada Thane West is ready to move, and can be purchased at the best price of INR 1.06 Cr. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. The flat is easily approachable because it is near to near eastern express highway majiwada thane.",thane,Ready to Move,Resale,Unfurnished,East,2,1,1 Covered,Freehold,14,32,10600000.0,11134.0
151,2 BHK Ready to Occupy Flat for sale Dombivli East,"This beautiful 2 BHK Flat is available for sale in Dombivli East, Thane. This is a desirable apartment for resale. This ready to move flat in Dombivli East comes at an affordable price of INR 1 Cr. This contemporary apartment is furnished.",thane,Ready to Move,Resale,Furnished,Unknown,2,0,0,Unknown,1,4,10000000.0,11416.0
152,2 BHK Ready to Occupy Flat for sale in Acura Manpada Thane West,"Carefully laid out in the prime location of Manpada Thane West in Thane, this spacious 2 BHK flat on sale is a meticulously planned project. It is housed in the well-planned Acura township in an advantageous location. This flat all equipped with required facilities, is up for resale. Located in Manpada Thane West, this ready to move apartment is sold at a fair selling price of INR 1.07 Cr. This contemporary apartment is unfurnished. near eastern express highway majiwada thane are some of the well-known landmarks in this locality.",thane,Ready to Move,Resale,Unfurnished,East,2,1,1 Covered,Freehold,15,32,10700000.0,11239.0
153,2 BHK Ready to Occupy Flat for sale in Sheth Avalon Majiwada,"This ready to move-in 2 BHK flat is available for sale at the premium Majiwada in Thane. It is in a prime location within the Sheth Avalon. This flat all equipped with required facilities, is up for sale. In Majiwada, this ready to move flat is available at an attractive price of INR 1.71 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. Some neighbouring landmarks are viviana mall.",thane,Ready to Move,New Property,Unfurnished,East,2,2,1 Covered,Freehold,6,29,17100000.0,13680.0
154,1 BHK Ready to Occupy Flat for sale Badlapur East,Discover this immaculate 1 BHK flat for sale at the pristine Badlapur East in Thane. This flat for resale is a choice property. This ready to move property in Badlapur East is readily available within an affordable cost of INR 19 Lac. The spacious apartment is semi-furnished.,thane,Ready to Move,Resale,Semi-Furnished,North - East,1,0,0,Freehold,2,7,1900000.0,3333.0
155,3 BHK Ready to Occupy Flat for sale in Auralis The Twins Teen Hath Naka Area,"This lovely 3 BHK Flat in Teen Hath Naka, Thane is up for sale. This flat is situated in the Auralis The Twins township and is equipped with premium facilities. This apartment for sale is a great choice. This apartment ready to move in the Teen Hath Naka is available for an attractive price of INR 2.29 Cr. The flat is unfurnished and is suitable for any family size. The property is constructed with proximity to major landmarks like viviana mall.",thane,Ready to Move,New Property,Unfurnished,East,3,3,1 Covered,Freehold,28,32,22900000.0,13078.0
156,2 BHK Ready to Occupy Flat for sale in Manohar Vikas Residency Badlapur,Don't have description,thane,Ready to Move,Resale,Furnished,Unknown,3,0,0,Unknown,1,8,5600000.0,5600.0
157,2 BHK Ready to Occupy Flat for sale Kalyan West,"This exquisite 2 BHK Flat is offered for sale in Kalyan West, Thane. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Kalyan West comes at an affordable price of INR 70 Lac. The flat is available in semi-furnished condition.",thane,Ready to Move,Resale,Semi-Furnished,Unknown,2,0,0,Unknown,6,8,7000000.0,8917.0
158,2 BHK Ready to Occupy Flat for sale in Tharwani Meghna Montana Ambernath,"Carefully laid out in the prime location of Ambernath in Thane, this spacious 2 BHK flat on sale is a meticulously planned project. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Tharwani Meghna Montana. This premium flat is available for sale at an unbelievable price, so, grab it before it's gone! This ready to move flat located in Ambernath is available for purchase at a fair price of INR 41.5 Lac. This contemporary apartment is unfurnished. Significant landmarks in its proximity are ambernath.",thane,Ready to Move,New Property,Unfurnished,East,1,3,1 Open,Freehold,3,20,4150000.0,4611.0
159,4 BHK Ready to Occupy Flat for sale in Sarvodaya Leela Thakurli,"4 BHK flat available for sale in Thane in the prime location of Thakurli. Located in the Sarvodaya Leela township, the flat enjoys access to the prime spots in the city. This is one of the best properties available for resale. You can buy this ready to move flat in Thakurli at a reasonable price of INR 1.25 Cr. It is furnished to accommodate your needs. The prime landmarks near this property are reliance mart.",thane,Ready to Move,Resale,Furnished,East,3,2,0,Co-operative Society,12,12,12500000.0,7485.0
160,2 BHK Ready to Occupy Flat for sale Dombivli East,"Discover this immaculate 2 BHK flat for sale at the pristine Dombivli East in Thane. This is one of the best properties available for resale. This apartment in one of the significant areas of Dombivli East is ready to move, and can be purchased at the best price of INR 65 Lac. It is a semi-furnished apartment.",thane,Ready to Move,Resale,Semi-Furnished,Unknown,2,0,0,Unknown,1,4,6500000.0,11017.0
161,2 BHK Ready to Occupy Flat for sale in Lodha Casa Royale Majiwada,"This attractive 2 BHK apartment can be found for sale in Majiwada, Thane. It is based at Lodha Casa Royale complex, that occupies a prominent place in the locality. This is one of the best properties available for resale. This ready to move flat in Majiwada is available for a reasonable price of INR 83 Lac. The flat is unfurnished and makes for an ideal choice for any family. Some neighbouring landmarks are balkum pada no.3.",thane,Ready to Move,Resale,Unfurnished,East,2,1,1 Covered,Freehold,12,21,8300000.0,8300.0
162,3 BHK Ready to Occupy Flat for sale Dombivli,"One can find this stunning 3 BHK flat for sale in Dombivli, Thane. This flat for resale has a desirable location. This ready to move flat in Dombivli comes at an affordable price of INR 72 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities.",thane,Ready to Move,Resale,Unfurnished,Unknown,2,0,0,Unknown,14,22,7200000.0,6557.0
163,2 BHK Ready to Occupy Flat for sale in Rustomjee Azziano Majiwada,"This gorgeous 2 BHK Flat is available for sale in Majiwada, Thane. Strategically situated in the Rustomjee Azziano site, it is placed at a prime location. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! Available at a reasonable selling price of INR 1.47 Cr, this ready to move apartment in Majiwada is a great buy. The spacious apartment is semi-furnished.",thane,Ready to Move,Resale,Semi-Furnished,Unknown,2,1,0,Unknown,30,36,14700000.0,13364.0
164,1 BHK Ready to Occupy Flat for sale Kalwa,"This exquisite 1 BHK Flat is offered for sale in Kalwa, Thane. This flat is an attractive property for resale. This ready to move flat in Kalwa is available for a reasonable price of INR 40 Lac. You will find it semi-furnished.",thane,Ready to Move,Resale,Semi-Furnished,East,1,1,0,Unknown,4,4,4000000.0,6838.0
165,2 BHK Ready to Occupy Flat for sale in Acura Manpada Thane West,"This gorgeous 2 BHK Flat is available for sale in Manpada Thane West, Thane. This flat is situated in the Acura township and is equipped with premium facilities. This flat for resale is a choice property. This ready to move flat in Manpada Thane West comes at an affordable price of INR 1.13 Cr. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. The flat is in close proximity to prominent landmarks like near eastern express highway majiwada thane.",thane,Ready to Move,Resale,Unfurnished,East,2,1,1 Covered,Freehold,23,32,11299999.999999998,11734.0
166,6 BHK Ready to Occupy Flat for sale in Hiranandani Estate Princeton Patlipada,"Have a look at this immaculate 6 BHK flat for sale in Patlipada, Thane. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Hiranandani Estate Princeton. This is one of the best properties available for resale. This ready to move property in Patlipada is readily available within an affordable cost of INR 1.85 Cr. The flat is unfurnished and makes for an ideal choice for any family. hiranandani estate are some of the key nearby landmarks.",thane,Ready to Move,Resale,Unfurnished,East,6,0,2 Covered,Freehold,7,15,18500000.0,15812.0
167,1 BHK Ready to Occupy Flat for sale in Lodha Amara Kolshet Road,"One can find this stunning 1 BHK flat for sale in Kolshet Road, Thane. Strategically situated in the Lodha Amara site, it is placed at a prime location. This flat is an attractive property for resale. You can buy this ready to move flat in Kolshet Road at a reasonable price of INR 63 Lac. The apartment is unfurnished. The property is constructed with proximity to major landmarks like 1.6 kms away from kapurbawdi junctionprime location.",thane,Ready to Move,Resale,Unfurnished,West,1,0,0,Freehold,25,30,6300000.0,16579.0
168,2 BHK Ready to Occupy Flat for sale Ghodbunder Road,"This lovely 2 BHK Flat in Ghodbunder Road, Thane is up for sale. This flat is an attractive property for resale. In Ghodbunder Road, this ready to move flat is available at an attractive price of INR 1.45 Cr. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities. The flat is in close proximity to prominent landmarks like 2 bhk apartment available in queenasgate hiranandani estate, g.b. road. enjoys good connectivity with the rest of thane. has convenient facilities such as markets, schools, temples, gurudwaras and mosques nearby. apartment has power backup, ro water system and intercom facilities. there is ample parkingr space for residents and visitors..q.",thane,Ready to Move,Resale,Semi-Furnished,North - East,2,0,1 Covered,Freehold,12,22,14500000.0,14515.0
169,2 BHK Ready to Occupy Flat for sale in Godrej Emerald Bhayandarpada,"2 BHK flat available for sale in Thane in the prime location of Bhayandarpada. Strategically situated in the Godrej Emerald site, it is placed at a prime location. Your hunt for the perfect apartment for resale comes to an end here. The ready to move flat in Bhayandarpada is all ready for sale at a low-priced budget of INR 1.50 Cr. Rest easy, as its possession date is Jun '22. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.",thane,Ready to Move,Resale,Unfurnished,East,2,2,"1 Covered,",Freehold,26,27,15000000.0,18703.0
170,2 BHK Ready to Occupy Flat for sale Thakurli,"Up for immediate sale is a 2 BHK apartment in Thakurli, Thane. Don't miss this bargain flat for sale. Invest your valuable money in this flat that is for sale. The ready to move flat in Thakurli is all ready for sale at a low-priced budget of INR 64.9 Lac. You will find it unfurnished. Some of the landmarks in the vicinity include behind model collage, thakurli east..",thane,Ready to Move,New Property,Unfurnished,East,2,1,1 Open,Freehold,3,23,6490000.000000001,7054.0
171,2 BHK Ready to Occupy Flat for sale in Siddeshwar Garden Dhokali,"Discover this immaculate 2 BHK flat for sale at the pristine Dhokali in Thane. It is based at Siddeshwar Garden complex, that occupies a prominent place in the locality. This flat for resale is the perfect property for you! This ready to move flat is offered at an economical price of INR 1.10 Cr. It is semi-furnished to accommodate your needs. Some neighbouring landmarks are near to the rmall..",thane,Ready to Move,Resale,Semi-Furnished,West,2,1,1 Covered,Freehold,9,19,11000000.0,10690.0
172,1 BHK Ready to Occupy Flat for sale in Lodha Lakeshore Greens Palava City,"Palava City, Thane has an attractive 1 BHK Flat for sale. It enjoys an excellent location within the Lodha Lakeshore Greens. Your hunt for the perfect apartment for resale comes to an end here. In Palava City, this ready to move flat is available at an attractive price of INR 34 Lac. Available in unfurnished state, this flat is a great buy. Some neighbouring landmarks are lodha lakeshore, lodha palava phase 2, dombivli, thane beyond thane.",thane,Ready to Move,Resale,Unfurnished,East,1,1,1 Open,Freehold,6,18,3400000.0,4664.0
173,3 BHK Ready to Occupy Flat for sale in Tata Amantra Kalyan,"This exquisite 3 BHK Flat is offered for sale in Kalyan, Thane. This flat is situated within the renown township of Tata Amantra. This flat for resale is a choice property. The ready to move flat in the prime area of Kalyan is available at a reasonable price of INR 72.5 Lac. This contemporary apartment is unfurnished. Some nearby landmarks are life line hospital.",thane,Ready to Move,Resale,Unfurnished,South,2,1,1 Covered,Freehold,4,24,7250000.0,5443.0
174,3 BHK Ready to Occupy Flat for sale in One Hiranandani Park Ghodbunder Road,Discover this immaculate 3 BHK flat for sale at the pristine Ghodbunder Road in Thane. This flat is placed in a marvellous location within the One Hiranandani Park complex. This flat is available as a sale property. You can buy this ready to move flat in Ghodbunder Road at a reasonable price of INR 3.66 Cr. This contemporary apartment is semi-furnished. The flat is easily approachable because it is near to hiranandani estate.,thane,Ready to Move,New Property,Semi-Furnished,South -West,3,1,2 Covered,Freehold,21,26,36600000.0,19003.0
175,1 BHK Ready to Occupy Flat for sale Palava City,"Creatively planned and constructed is a 1 BHK flat for sale in Palava City, Thane. This flat for resale is just the type of property you have been searching for! This ready to move property in Palava City is readily available within an affordable cost of INR 35 Lac. Available in unfurnished state, this flat is a great buy. The flat is easily approachable because it is near to near pawar school.",thane,Ready to Move,Resale,Unfurnished,East,2,1,1 Covered,Freehold,7,8,3500000.0,5882.0
176,1 BHK Ready to Occupy Flat for sale Mumbra,Discover this immaculate 1 BHK flat for sale at the pristine Mumbra in Thane. This flat for resale is a choice property. This apartment ready to move in the Mumbra is available for an attractive price of INR 40 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.,thane,Ready to Move,Resale,Unfurnished,Unknown,1,0,0,Unknown,4,8,4000000.0,7505.0
177,1 BHK Ready to Occupy Flat for sale Kalyan East,"This gorgeous 1 BHK Flat is available for sale in Kalyan East, Thane. This flat for resale has a desirable location. Located in Kalyan East, this ready to move apartment is sold at a fair selling price of INR 35 Lac. This premium unfurnished flat spells quality and comfort at a competitive price.",thane,Ready to Move,Resale,Unfurnished,Unknown,1,0,0,Unknown,2,5,3500000.0,6410.0
178,2 BHK Ready to Occupy Flat for sale in Lodha Amara Kolshet Road,"This lovely 2 BHK Flat in Kolshet Road, Thane is up for sale. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Lodha Amara. Invest your valuable money in this flat that is for resale. The ready to move flat in the prime area of Kolshet Road is available at a reasonable price of INR 86 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. The property is strategically placed near prominent places as 1.6 kms away from kapurbawdi junctionprime location which make for the smooth living of residents.",thane,Ready to Move,Resale,Unfurnished,West,2,0,1 Covered,Freehold,19,30,8600000.0,14576.0
